video_num,frame_num,depth_scale
0,0,0.0091422006195666
0,1,0.0091428335975198
0,2,0.0091433590533686
0,3,0.0091423193613688
0,4,0.0091414488998113
0,5,0.0091420772028904
0,6,0.0091425484301997
0,7,0.0091431870180017
0,8,0.0091435600729549
0,9,0.0091444267946131
0,10,0.0091451411153755
0,11,0.0091443332971311
0,12,0.0091434338513542
0,13,0.0091436180413938
0,14,0.0091437536127427
0,15,0.0091433244593003
0,16,0.0091429046556061
0,17,0.0091423567603616
0,18,0.0091420650482177
0,19,0.0091421202117321
0,20,0.0091422772875019
0,21,0.0091412450753006
0,22,0.0091401707892324
0,23,0.009138973086488
0,24,0.0091372284234738
0,25,0.0091358848646575
0,26,0.0091341757306865
0,27,0.0091296476476332
0,28,0.0091248287874109
0,29,0.0091205765219295
0,30,0.0091217059715121
0,31,0.0091216218237783
0,32,0.0091212749481201
0,33,0.00911865234375
0,34,0.0091156622942756
0,35,0.0091150564305922
0,36,0.0091127059038947
0,37,0.0091098504907944
0,38,0.0091067230000215
0,39,0.0091039554745543
0,40,0.009101811577292
0,41,0.0090944701550053
0,42,0.0090860217225317
0,43,0.0090877299215279
0,44,0.0090919148688222
0,45,0.0090979286268645
0,46,0.0091034253438313
0,47,0.0091056318844065
0,48,0.0091061947392482
0,49,0.0091058357089173
0,50,0.0091050587448419
0,51,0.0091048848395254
0,52,0.0091048334159103
0,53,0.0091053626116584
0,54,0.009105878717759
0,55,0.0091074569552552
0,56,0.009108720106237
0,57,0.0091107433917475
0,58,0.0091113240111107
0,59,0.0091109902251
0,60,0.0091102740343879
0,61,0.0091105386322619
0,62,0.0091085751851399
0,63,0.0091063602297913
0,64,0.009103962019378
0,65,0.0091061741698021
0,66,0.009108850067737
0,67,0.0091103909062404
0,68,0.0091105040381936
0,69,0.0091116288129021
0,70,0.0091123113445207
0,71,0.0091115652346143
0,72,0.0091095961776434
0,73,0.0091081030228558
0,74,0.0091065004760143
0,75,0.0091071484135646
0,76,0.0091081086327047
0,77,0.0091096298367369
0,78,0.0091108443690281
0,79,0.0091134501438514
0,80,0.0091169712590236
0,81,0.0091167880039589
0,82,0.0091200192769368
0,83,0.0091238994224398
0,84,0.0091273597642487
0,85,0.0091309865315755
0,86,0.0091344440684599
0,87,0.0091354818905101
0,88,0.0091359260035496
0,89,0.0091370535831825
0,90,0.0091389272727218
0,91,0.0091397407008152
0,92,0.0091402184729482
0,93,0.0091408551908006
0,94,0.0091412413354013
0,95,0.0091417948404947
0,96,0.009142385744581
0,97,0.0091430589264514
0,98,0.0091438882491167
0,99,0.009143902273739
