video_num,frame_num,depth_scale
0,0,0.0099460377412683
0,1,0.009945748834049
0,2,0.0099455749287324
0,3,0.0099461293688007
0,4,0.0099465370178222
0,5,0.0099464687646604
0,6,0.0099464612848618
0,7,0.0099463182337143
0,8,0.0099464070563222
0,9,0.009946865193984
0,10,0.0099474551630955
0,11,0.0099475383758544
0,12,0.0099478272830738
0,13,0.0099475776447969
0,14,0.0099473897148581
0,15,0.0099474579680199
0,16,0.0099475748398724
0,17,0.0099471428815056
0,18,0.0099467240127862
0,19,0.0099467988107718
0,20,0.0099469895456351
0,21,0.0099473766252106
0,22,0.0099478179333256
0,23,0.0099475056517357
0,24,0.0099470961327646
0,25,0.0099474196340523
0,26,0.0099477319156422
0,27,0.0099475411807789
0,28,0.0099472728430056
0,29,0.0099477272407681
0,30,0.0099480872060738
0,31,0.0099486051821241
0,32,0.0099493307225844
0,33,0.0099486304264442
0,34,0.009947816063376
0,35,0.0099478207382501
0,36,0.0099479703342213
0,37,0.0099481227351169
0,38,0.0099481676139083
0,39,0.00994813301984
0,40,0.0099481591991349
0,41,0.0099482452168184
0,42,0.0099483059901817
0,43,0.009948407902437
0,44,0.0099483452591241
0,45,0.0099486089220234
0,46,0.0099487398184982
0,47,0.0099487669327679
0,48,0.0099487940470377
0,49,0.0099484097723867
0,50,0.0099480488721062
0,51,0.0099484761555989
0,52,0.0099490530350629
0,53,0.0099493279176599
0,54,0.0099493943008722
0,55,0.0099491063286276
0,56,0.0099488249012068
0,57,0.009948564043232
0,58,0.0099483265596277
0,59,0.0099478572022681
0,60,0.0099471671908509
0,61,0.0099474018695307
0,62,0.0099476421580595
0,63,0.0099475757748472
0,64,0.0099474093493293
0,65,0.0099471279219085
0,66,0.0099469035279517
0,67,0.0099468979181027
0,68,0.0099468072255452
0,69,0.0099468717388078
0,70,0.0099470400342754
0,71,0.0099470409692502
0,72,0.0099470007653329
0,73,0.0099468193802179
0,74,0.0099465314079733
0,75,0.0099468305999157
0,76,0.0099472906075271
0,77,0.0099469792609121
0,78,0.009946480919333
0,79,0.0099465837665632
0,80,0.009946854909261
0,81,0.0099467782413258
0,82,0.0099467492571064
0,83,0.0099465257981244
0,84,0.0099463958366244
0,85,0.0099464351055668
0,86,0.0099465061636532
0,87,0.0099467174679625
0,88,0.00994693812202
0,89,0.0099468175102682
0,90,0.009946870803833
0,91,0.0099466520197251
0,92,0.0099463182337143
0,93,0.0099462976642683
0,94,0.0099463257135129
0,95,0.0099465557173186
0,96,0.0099468324698653
0,97,0.0099466295803294
0,98,0.0099460620506137
0,99,0.0099459292841892
0,100,0.0099458039975633
0,101,0.0099458853403727
0,102,0.0099460143668978
0,103,0.0099458694458007
0,104,0.0099457553788727
0,105,0.0099457198498295
0,106,0.0099459900575525
0,107,0.0099460209117216
0,108,0.0099460489609662
0,109,0.0099461050594554
0,110,0.0099462827046712
0,111,0.0099464435203402
0,112,0.0099464154710956
0,113,0.009946257460351
0,114,0.0099456609464159
0,115,0.0099458432665058
0,116,0.0099463388031604
0,117,0.0099464930740057
0,118,0.009946491204056
0,119,0.0099465145784265
0,120,0.0099463294534122
0,121,0.0099461779874913
0,122,0.0099460302614698
0,123,0.0099461013195561
0,124,0.0099463229085884
0,125,0.0099467763713761
0,126,0.0099473065020991
0,127,0.0099471671908509
0,128,0.0099464547400381
0,129,0.0099459292841892
0,130,0.0099454243977864
0,131,0.0099451411004159
0,132,0.0099449232512829
0,133,0.0099448624779196
0,134,0.0099448765025419
0,135,0.0099450298384124
0,136,0.0099452561023188
0,137,0.0099454122431137
0,138,0.009945545944513
0,139,0.0099456889956605
0,140,0.009945649726718
0,141,0.0099455861484303
0,142,0.0099455646440094
0,143,0.0099456095228008
0,144,0.0099456300922468
0,145,0.0099456628163655
0,146,0.0099456151326497
0,147,0.009945779688218
0,148,0.0099458759906245
0,149,0.0099459741629806
0,150,0.009945919934441
0,151,0.0099458432665058
0,152,0.0099457572488223
0,153,0.0099454907809986
0,154,0.0099450971565994
0,155,0.0099448316237505
0,156,0.0099448746325922
0,157,0.0099449606502757
0,158,0.0099450363832361
0,159,0.0099451242708692
0,160,0.009945462731754
0,161,0.0099454907809986
0,162,0.0099452897614123
0,163,0.009945125205844
0,164,0.0099448035745059
0,165,0.0099445053175383
0,166,0.0099440406350528
0,167,0.0099438134361715
0,168,0.009943977056765
0,169,0.0099441892960492
0,170,0.0099441462872075
0,171,0.0099440079109341
0,172,0.0099436647751752
0,173,0.0099437264835133
0,174,0.0099439499424953
0,175,0.009943992951337
0,176,0.0099438798193838
0,177,0.0099438536400888
0,178,0.0099440640094233
0,179,0.0099443286072974
0,180,0.0099444791382434
0,181,0.0099444903579412
0,182,0.0099439546173694
0,183,0.0099436105466356
0,184,0.0099433197694666
0,185,0.0099433197694666
0,186,0.0099439069336535
0,187,0.0099441864911247
0,188,0.0099441734014772
0,189,0.0099441210428873
0,190,0.0099441481571571
0,191,0.0099439471375708
0,192,0.0099434955447327
0,193,0.0099433683881572
0,194,0.009943655425427
0,195,0.0099438919740564
0,196,0.0099439751868154
0,197,0.0099439714469161
0,198,0.0099438209159701
0,199,0.0099437423780852
0,200,0.0099438031514485
0,201,0.0099436591653262
0,202,0.0099433253793155
0,203,0.0099433038748946
0,204,0.0099441575069053
0,205,0.0099447138169232
0,206,0.0099448175991282
0,207,0.0099447699154124
0,208,0.0099449110966102
0,209,0.0099448671527937
0,210,0.0099447736553117
0,211,0.0099445913352218
0,212,0.0099442379147398
0,213,0.0099440153907327
0,214,0.0099444221047794
0,215,0.0099447343863692
0,216,0.0099446857676786
0,217,0.0099445305618585
0,218,0.0099442874684053
0,219,0.0099441659216787
0,220,0.0099440191306319
0,221,0.0099440116508334
0,222,0.0099439733168658
0,223,0.0099439976262111
0,224,0.0099441350675096
0,225,0.0099441883610744
0,226,0.0099438657947615
0,227,0.0099437919317507
0,228,0.0099442519393621
0,229,0.0099446960524016
0,230,0.009944777395211
0,231,0.0099448886572145
0,232,0.0099445754406498
0,233,0.0099443856407614
0,234,0.0099442884033801
0,235,0.0099441986457974
0,236,0.0099443856407614
0,237,0.0099444688535204
0,238,0.0099445988150203
0,239,0.0099445399116067
0,240,0.0099446408888872
0,241,0.0099447035322002
0,242,0.0099444772682937
0,243,0.0099442425896139
0,244,0.0099439845365636
0,245,0.0099437816470277
0,246,0.0099439125435025
0,247,0.0099441257177614
0,248,0.0099445062525132
0,249,0.0099447493459664
0,250,0.009944714751898
0,251,0.0099446633282829
0,252,0.0099446521085851
0,253,0.0099446390189376
0,254,0.0099446296691894
0,255,0.0099445735707002
0,256,0.009944049984801
0,257,0.0099434300964953
0,258,0.0099439069336535
0,259,0.0099443033629772
0,260,0.0099445156022614
0,261,0.0099447325164196
0,262,0.0099448222740023
0,263,0.0099446745479808
0,264,0.0099448680877685
0,265,0.0099449232512829
0,266,0.0099445726357254
0,267,0.0099442238901175
0,268,0.0099440518547506
0,269,0.0099439321779737
0,270,0.0099438274607938
0,271,0.0099436909544701
0,272,0.0099440153907327
0,273,0.0099442640940348
0,274,0.0099443547865923
0,275,0.0099443697461894
0,276,0.0099448428434484
0,277,0.0099452935013116
0,278,0.0099447643055635
0,279,0.0099443295422722
0,280,0.0099449840246462
0,281,0.0099455506193871
0,282,0.009945322485531
0,283,0.0099451326856426
0,284,0.0099448905271642
0,285,0.00994467828788
0,286,0.0099448475183225
0,287,0.0099449550404268
0,288,0.0099448521931966
0,289,0.0099447643055635
0,290,0.0099443117777506
0,291,0.0099439957562614
0,292,0.0099437517278334
0,293,0.0099436918894449
0,294,0.0099435787574917
0,295,0.0099435030245313
0,296,0.0099435918471392
0,297,0.0099436638402003
0,298,0.0099440144557578
0,299,0.009944394990509631
